


Company,Contacts,URL,"Company Description",Round,Date,Amount,"Round Investors","All Investors","Total Funding",Sector,Industry,Sub-Industry,Country,State,City
Amadesa,1,http://www.amadesa.com,"Amadesa is an enterprise software-as-a-service (SaaS) solution with an integrated suite that includes testing, targeting and automated content delivery. The Amadesa Customer Experience Suite offers end-to-end testing and relevance targeting solutions to help online businesses maximize revenues, enhance customer engagement, and increase conversions.    In May 2012, LivePerson announced that it had signed a definitive agreement to acquire technology and intellectual property assets of Israel-based start-up, Amadesa, Ltd. in an all cash transaction scheduled to close in the second quarter of 2012.","Series A",2008-03-20,5.4,"Viola Ventures","Gemini Israel Ventures;LivePerson;Viola Ventures",12.8,Internet,"Internet Software & Services",,"United States",Illinois,Evanston
BlueKai,42,http://www.bluekai.com,"BlueKai is Big Data for Marketing. The BlueKai Data Activation System enables marketers and publishers to use what they know to power what they do, turning insights into action, and driving higher efficiency & performance in their marketing. Through data activation, the company's enterprise-level SaaS solution unites fragmented data sources to drive omni-channel data aggregation and targeting. BlueKai's customers use data to analyze, advertise, optimize and monetize their audiences in ways that were previously unavailable to them and with BlueKai's ""data unchained"" methodology, customized data segmentation can be leveraged anywhere and is not restricted to any single channel. BlueKai has been delivering big data-driven marketing solutions since 2008 to more Fortune 500 brands than any other data platform.","Series A",2008-03-20,3.18,"e.ventures;Redpoint Ventures","Battery Ventures;e.ventures;GGV Capital;Oracle;Redpoint Ventures;Split Rock Partners",49.68,Internet,"Internet Software & Services","Advertising Network or Exchange","United States",California,Cupertino
"Innovid Media",93,http://www.innovid.com,"Innovid is a provider of In-Video Advertising solutions for online advertisers, publishers and content producers. The companys In-Video platform combines the marketing value of product placement, which is enjoying a 30% growth rate this decade in all electronic media, with the interactivity only possible on the Internet. Through the use of Frame-based Meta-Data, Innovids proprietary technology provides a seamless integration between the video and the embedded images. Beyond ad integration and serving, the company solution includes a back-end analytics dashboard to measure and track engagement.","Series A",2008-03-20,3,"Genesis Partners","Cisco Investments;Deutsche Telekom Capital Partners;Genesis Partners;NewSpring Holdings;Sequoia Capital Israel;Silicon Valley Bank;TriplePoint Capital;Vintage Investment Partners",65.1,Internet,"Internet Software & Services","Advertising, Sales & Marketing","United States","New York","New York"
Clearleap,58,http://www.clearleap.com,"Clearleap accelerates the delivery of multiscreen services by alleviating the business, operational, and technical challenges facing content owners and video service providers in offering high-value video entertainment on all screens. Clearleap's modular software platform leverages massively scalable, secure, and redundant data centers and is in use today by many of the industry's largest brands.","Series A",2008-03-19,9,"Imlay Investments;Noro-Moseley Partners;Time Warner Investments;Trinity Ventures","Advanced Technology Development Center;IBM;Imlay Investments;Noro-Moseley Partners;Susquehanna Growth Equity;Time Warner Investments;Trinity Ventures",42.5,Internet,"Internet Software & Services",Video,"United States",Georgia,Duluth
TeachStreet,,http://www.teachstreet.com,"Founded in June 2007, TeachStreet aims to help what they describe as learners find great classes and teachers, and also empower teachers with robust online tools to manage their teaching businesses, and enabling schools to more effectively generate leads for their classes.     Per the company, TeachStreet features more than 150,000 classes and instructors in the Bay Area, Chicago, Denver, New York City, Philadelphia, Portland and Seattle.  The site aims to provide the information that students need to make informed decisions about their learning experiences, including student reviews, teacher recommendations, pricing information, location, teacher training and more. TeachStreet is headquartered in Seattle, WA.    In February 2012, TeachStreet was acquired by Amazon.  Terms of the deal weren't disclosed, but reports suggested that the acquisition was primarily a talent acquisition. The entire TeachStreet team joined AmazonLocal, the daily deal service that operates in more than 40 cities across the U.S.    TeachStreet's service was shuttered on February 15, 2012.  Teachers who use the service were able to export their class listings to alternative services such as BetterFly, Take Lessons, ThumbTack, Skillshare and Wyzant.","Series A",2008-03-18,2.25,"Bezos Expeditions;Dave Richards;Erik Blachford;Jason Kilar;Jeff Blackburn;Joel Spiegel;John Musser;Kim Rachmeler;Madrona Venture Group;Michael George","Amazon;Bezos Expeditions;Dave McClure;Dave Richards;Erik Blachford;Jason Kilar;Jeff Blackburn;Joel Spiegel;John Musser;Kim Rachmeler;Madrona Venture Group;Michael George",3.45,Internet,"Internet Software & Services","Education & Training","United States",Washington,Seattle
PopJax,,http://www.popjax.com,"PopJax is developing a trivia game and community built around online video.","Series A",2008-03-18,4.7,"DFJ;Selby Venture Partners;Shasta Ventures","Dead;DFJ;Selby Venture Partners;Shasta Ventures",4.7,Internet,"Internet Software & Services",Video,"United States",California,"San Francisco"
Fishbowl,16,http://www.fishbowl.com,"Fishbowl helps restaurants leverage data to drive predictable sales growth. Fishbowl's closed loop restaurant marketing SaaS platform is highly scalable and ingests data quickly from various sources, including email, SMS, social, online ordering, loyalty programs, reservations, and more. The guest-centric platform uses industry-specific proprietary algorithms to provide clients with actionable guest insights for deeper customer relationships.","Series A",2008-03-18,12,"Edison Partners;Valhalla Partners","Alfred Street Partners;Edison Partners;Symphony Technology Group;Valhalla Partners",23.3,Internet,"Internet Software & Services","Advertising, Sales & Marketing","United States",Virginia,Alexandria
Undertone,208,http://www.undertone.com,"Intercept Interactive, dba Undertone, is a digital advertising company that sits at the intersection of media, creative and technology. The company develops immersive high impact, video and display ad units that enable brands to engage consumers beyond the confines of traditional banner ads. Through Its technology platforms, Undertone delivers these ads across screens and devices on a handpicked portfolio of publisher partners.","Series A",2008-03-17,40,"JMI Equity;ORIX Growth Capital","JMI Equity;ORIX Growth Capital;Perion Network",40,Internet,"Internet Software & Services","Advertising Network or Exchange","United States","New York","New York"
Gnip,4,http://www.gnip.com,"Gnip is the world's largest and most trusted provider of social data. Gnip was the first to partner with Twitter to make their social data available, and since then have been the first to work with Tumblr, Foursquare, WordPress, Disqus, StockTwits and more. Gnip delivers social data to customers in more than 40 countries, and Gnip's customers deliver social media analytics to more than 95% of the Fortune 500. Gnip is headquartered in Boulder, Colo., and has offices in San Francisco, New York and Washington D.C.","Series A",2008-03-17,1.1,"First Round Capital;Foundry Group;Uncork Capital","First Round Capital;Foundry Group;Twitter;Uncork Capital",6.6,Internet,"Internet Software & Services","Business Intelligence, Analytics & Performance Mgmt","United States",Colorado,Boulder
Publish2,,http://www.publish2.com,"Publish2 allows newspapers to create a comprehensive, customized newswire for print.","Series A",2008-03-14,2.75,"Fuse Capital;Velocity Venture Capital","Fuse Capital;TechCrunch Disrupt;Velocity Venture Capital",2.75,Internet,"Internet Software & Services","News & Discussion","United States",Virginia,Lansdowne
Xoopit,,http://www.xoopit.com,"Xoopit creates personal indexing and search tools that plug into everyday applications like webmail, enabling users to easily search, browse and share files, photos and videos.","Series A",2008-03-14,5,"Accel;Foundation Capital","Accel;Foundation Capital;Harrison Metal;Yahoo",6.5,Internet,"Internet Software & Services",Search,"United States",California,"San Francisco"
